"","lambda","par","df","r2","aicc","bic"
"seg393",0.00489404246840178,132,132,0.391982342800946,-10125.814722747,3368.12433021708
"seg394",0.00484912891031364,130,130,0.393464096532608,-10149.4695347267,3344.83280225167
"seg395",0.00480462753248612,131,131,0.394846067876148,-10165.6509097531,3348.86092449157
"seg396",0.00476053455226263,132,132,0.396205398746095,-10181.5734990635,3352.97028994799
"seg397",0.0047168462217007,133,133,0.397578881820834,-10197.7240455387,3357.02887154454
"seg398",0.00467355882725348,129,129,0.401181485850221,-10253.9789873164,3308.1524775136
"seg399",0.00463066868945401,130,130,0.401747846594211,-10259.4823198831,3315.10734191132
"seg400",0.00458817216260253,130,130,0.402603329134297,-10270.9302657175,3312.03752303362
"seg401",0.00454606563445654,130,130,0.404287987238916,-10293.5221284346,3305.99228539324
"seg402",0.00450434552592378,134,134,0.405812658571433,-10305.7519062501,3336.46993256546
"seg403",0.00446300829075801,134,134,0.407487194117567,-10328.3292916003,3330.46101877702
"seg404",0.00442205041525754,134,134,0.409151081309309,-10350.8263962973,3324.49031560985
"seg405",0.00438146841796661,134,134,0.410693339411047,-10371.7356256467,3318.95606702715
"seg406",0.00434125884937945,136,136,0.413516695455277,-10406.0165377874,3326.79911224592
"seg407",0.00430141829164704,136,136,0.413818248712423,-10410.130971143,3325.71701665888
"seg408",0.00426194335828661,138,138,0.416136424907993,-10437.6902023014,3335.37285239456
"seg409",0.00422283069389379,138,138,0.417491365233642,-10456.2769405475,3330.51077608683
"seg410",0.00418407697385742,141,141,0.418467368889668,-10463.476667866,3353.97006894767
"seg411",0.00414567890407688,138,138,0.422118959533902,-10520.0847310715,3313.90508786343
"seg412",0.00410763322068218,138,138,0.422370794334898,-10523.5718112538,3313.00140229425
"seg413",0.00406993668975647,141,141,0.423404046896796,-10531.679221187,3336.25526282452
"seg414",0.00403258610706115,145,145,0.427597823948265,-10581.7836293323,3357.1550744026
"seg415",0.00399557829776356,150,150,0.427986631756328,-10576.8389742329,3400.69585814465
"seg416",0.00395891011616707,147,147,0.430047494601459,-10611.9435213385,3366.33905460715
"seg417",0.00392257844544369,148,148,0.43215538261232,-10639.5091161788,3367.76229295456
"seg418",0.00388658019736918,148,148,0.434132028794472,-10667.4054024855,3360.66928347727
"seg419",0.00385091231206051,149,149,0.435873163547796,-10689.9821315348,3363.40858149941
"seg420",0.00381557175771576,151,151,0.437650239881834,-10711.0681316072,3375.00610335001
"seg421",0.00378055553035646,153,153,0.439396644681204,-10731.7941980882,3386.71368712674
"seg422",0.0037458606535722,153,153,0.441824437515668,-10766.514861579,3378.00178019102
"seg423",0.00371148417826768,155,155,0.443032708171481,-10779.691956182,3391.64040788182
"seg424",0.00367742318241199,159,159,0.445838433509475,-10811.7692675093,3417.52111287803
"seg425",0.00364367477079024,158,158,0.446424491217016,-10822.3161439626,3406.43090292767
"seg426",0.00361023607475751,162,162,0.451075099208088,-10881.4773888774,3425.69141951539
"seg427",0.00357710425199495,164,164,0.452927858548846,-10904.3564058692,3437.01735999307
"seg428",0.00354427648626823,165,165,0.454852445191869,-10930.4647047164,3439.09835811106
"seg429",0.00351174998718813,166,166,0.456858777987065,-10957.8761407993,3440.88601782719
"seg430",0.00347952198997337,167,167,0.458893187149385,-10985.811291364,3442.57292813258
"seg431",0.00344758975521557,167,167,0.461139107072194,-11019.0852220347,3434.51365508637
"seg432",0.00341595056864646,168,168,0.46303147814612,-11045.1423320255,3436.71025575324
"seg433",0.00338460174090708,169,169,0.465054773033566,-11073.255968268,3438.43704859185
"seg434",0.00335354060731927,170,170,0.466994828006746,-11100.2340502244,3440.46254005751
"seg435",0.0033227645276591,172,172,0.468967508011635,-11125.7202068951,3451.35815647675
"seg436",0.0032922708859325,172,172,0.47086934170627,-11154.4227436204,3444.53360459584
"seg437",0.00326205709015285,173,173,0.472771685220182,-11181.1469717837,3446.69442009694
"seg438",0.00323212057212071,173,173,0.474669399560382,-11209.9942523534,3439.88465013316
"seg439",0.00320245878720546,173,173,0.476464720678651,-11237.3811342227,3433.44230864501
"seg440",0.00317306921412907,175,175,0.483689352852035,-11344.3671872183,3425.49178717585
"seg441",0.00314394935475176,178,178,0.483748999676131,-11339.0168446216,3452.23934060257
"seg442",0.00311509673385962,178,178,0.484218399882475,-11346.2941378158,3450.5549419771
"seg443",0.00308650889895429,178,178,0.484520751863039,-11350.9851253927,3449.46998024597
"seg444",0.00305818342004441,174,174,0.48639002845455,-11388.4132222565,3406.81346919415
"seg445",0.00303011788943916,174,174,0.487533507460091,-11406.2439320554,3402.7102020052
"seg446",0.00300230992154351,177,177,0.488578976005556,-11416.308185739,3425.92022662392
"seg447",0.00297475715265553,178,178,0.489729775463952,-11432.2380007728,3430.77788749699
"seg448",0.00294745724076541,179,179,0.490828283124885,-11447.3863309357,3435.82319258193
"seg449",0.0029204078653564,181,181,0.492026893123101,-11462.0540324759,3449.49648663664
"seg450",0.0028936067272076,180,180,0.495262190705344,-11515.2629214176,3428.89972781145
"seg451",0.00286705154819847,185,185,0.495457082651654,-11507.8787963727,3473.13636044017
"seg452",0.00284074007111524,189,189,0.495563770968268,-11501.1819846434,3508.70230670267
"seg453",0.00281467005945901,186,186,0.501039120653497,-11594.7841286128,3462.09293731115
"seg454",0.00278883929725564,190,190,0.502494125355951,-11609.7559846188,3492.82057665281
"seg455",0.00276324558886744,192,192,0.502793146606243,-11610.3671401409,3509.72196057627
"seg456",0.00273788675880646,193,193,0.50335154202639,-11617.2565914842,3516.70540779169
"seg457",0.00271276065154966,193,193,0.507360676798312,-11682.0976910461,3502.31900359363
"seg458",0.00268786513135562,193,193,0.50806816985066,-11693.5949716107,3499.78023111592
"seg459",0.00266319808208303,195,195,0.510381727922858,-11727.1059230804,3509.45263855428
"seg460",0.00263875740701081,194,194,0.511811644512452,-11752.6050753951,3495.33432013315
"seg461",0.00261454102865989,195,195,0.513469549227644,-11777.7184009828,3498.37228134276
"seg462",0.00259054688861662,197,197,0.514305455528624,-11787.2709968588,3513.34710360479
"seg463",0.0025667729473578,199,199,0.516799848845391,-11824.2565036518,3522.37060072468
"seg464",0.00254321718407734,200,200,0.5186433034875,-11852.7317488643,3524.74273342031
"seg465",0.00251987759651444,203,203,0.525046854227035,-11953.5561281528,3528.72578250551
"seg466",0.00249675220078345,204,204,0.525342915258529,-11956.4384206025,3536.65059207589
"seg467",0.00247383903120522,206,206,0.525407498847059,-11953.3132917886,3554.39323356569
"seg468",0.00245113614013999,207,207,0.525504120775591,-11952.8345042493,3563.03371165591
"seg469",0.00242864159782187,204,204,0.527081891343185,-11985.8014186888,3530.41043945747
"seg470",0.00240635349219481,209,209,0.528033347019593,-11991.3743537026,3571.93221408266
"seg471",0.00238426992875006,209,209,0.528944995875771,-12006.8420644736,3568.66084764631
"seg472",0.00236238903036511,210,210,0.529927970225798,-12021.4442212051,3574.12073318404
"seg473",0.00234070893714419,211,211,0.530906804825681,-12036.010218051,3579.59547382698
"seg474",0.00231922780626014,212,212,0.531834626936092,-12049.7387582073,3585.25326800502
"seg475",0.00229794381179776,215,215,0.532954808062289,-12062.5689489785,3608.19519353347
"seg476",0.00227685514459865,217,217,0.534025354159137,-12076.7017107005,3622.32803288987
"seg477",0.00225596001210737,219,219,0.535102102181971,-12090.9812481285,3636.43861721642
"seg478",0.00223525663821911,219,219,0.53607950416701,-12107.8181644083,3632.93130184273
"seg479",0.00221474326312874,221,221,0.537201053645599,-12122.9519758409,3646.88112034627
"seg480",0.00219441814318115,222,222,0.538429178741124,-12142.0939118092,3651.46130542122
"seg481",0.00217427955072312,222,222,0.539630066915706,-12162.9349708139,3647.15203081235
"seg482",0.00215432577395642,223,223,0.540756787063934,-12180.422007526,3652.09609803207
"seg483",0.00213455511679231,224,224,0.541934864817242,-12198.8535526872,3656.85587330169
"seg484",0.00211496589870739,227,227,0.547600974366578,-12292.074004126,3663.48516094909
"seg485",0.00209555645460074,229,229,0.547723837110151,-12290.0082509852,3681.01867315577
"seg486",0.00207632513465238,230,230,0.547793238334582,-12289.1157709973,3689.75683019022
"seg487",0.00205727030418305,231,231,0.547888899920471,-12288.6875910177,3698.40075437997
"seg488",0.00203839034351526,236,236,0.549496941588428,-12306.5804866805,3737.56643174165
"seg489",0.00201968364783559,231,231,0.550655209337419,-12337.7871532498,3688.47411243024
"seg490",0.00200114862705831,232,232,0.551814024507539,-12356.3237436443,3693.30300967341
"seg491",0.0019827837056902,235,235,0.552988590151502,-12370.9498996903,3716.04978145942
"seg492",0.00196458732269665,237,237,0.555336353238123,-12408.8302532068,3725.59944741088
"seg493",0.00194655793136896,242,242,0.555504754080192,-12401.232383772,3769.93114088314
"seg494",0.00192869399919286,242,242,0.558901507445585,-12462.6017431097,3757.74220994026
"seg495",0.00191099400771827,244,244,0.559033557546416,-12460.7419304197,3775.2427541769
"seg496",0.00189345645243021,246,246,0.559102462426129,-12457.7347999875,3792.96988911849
"seg497",0.0018760798426209,247,247,0.562106553229812,-12510.3005172783,3791.17718777955
"seg498",0.0018588627012631,249,249,0.562252742920393,-12508.7111496957,3808.62699342423
"seg499",0.00184180356488452,250,250,0.565312309263297,-12562.6911019697,3806.63522331466
"seg500",0.00182490098344341,252,252,0.565439161982603,-12560.7621478125,3824.15441786755
"seg501",0.00180815352020537,253,253,0.565505316762565,-12559.8473366914,3832.90422446356
"seg502",0.00179155975162115,251,251,0.568459074713334,-12618.6831950328,3804.33054738567
"seg503",0.00177511826720569,257,257,0.568593760929338,-12608.3788302795,3857.77041945285
"seg504",0.00175882766941824,262,262,0.568661855064872,-12598.9585034193,3902.46205413589
"seg505",0.00174268657354351,261,261,0.572628615837463,-12675.0078741239,3879.24050824042
"seg506",0.00172669360757405,262,262,0.572674112526911,-12673.7218383125,3888.06444445716
"seg507",0.00171084741209354,265,265,0.572741544512885,-12668.5678080746,3914.78406156048
"seg508",0.00169514664016131,262,262,0.574217951352403,-12702.6764958966,3882.5245235955
"seg509",0.00167958995719782,261,261,0.574768477201012,-12715.1647319371,3871.56181638915
"seg510",0.0016641760408712,257,257,0.582538154436981,-12871.2351821878,3807.73227089704
"seg511",0.00164890358098489,259,259,0.58256822628041,-12867.5398730131,3825.59875454801
"seg512",0.00163377127936625,259,259,0.582617772815727,-12868.489479231,3825.42096145194
"seg513",0.00161877784975621,265,265,0.582980877539216,-12862.6240826585,3878.04117512349
"seg514",0.00160392201769994,266,266,0.583043325509208,-12861.6822106334,3886.8042832595
"seg515",0.00158920252043854,271,271,0.583916277599628,-12867.740736569,3928.60776064184
"seg516",0.00157461810680168,270,270,0.584584393760858,-12882.7395826498,3917.22309162492
"seg517",0.00156016753710126,270,270,0.585172212082702,-12894.0677001479,3915.11376069589
"seg518",0.00154584958302602,273,273,0.585906137273173,-12901.8042428957,3939.44172943102
"seg519",0.00153166302753717,275,275,0.586640924499037,-12911.7230984267,3954.7794080123
"seg520",0.0015176066647649,273,273,0.587424729187989,-12931.1962898253,3933.99240474095
"seg521",0.0015036792999059,272,272,0.588172853623257,-12947.8597195483,3922.32063353491
"seg522",0.0014898797491218,271,271,0.588934299440334,-12964.8082460499,3910.60105979939
"seg523",0.00147620683943854,271,271,0.589685311274379,-12979.4375126479,3907.90612425425
"seg524",0.00146265940864665,272,272,0.590428631178507,-12991.8000614805,3914.22598729902
"seg525",0.0014492363052025,273,273,0.59116535722044,-13004.0593771337,3920.56951179998
"seg526",0.00143593638813039,274,274,0.591894957189532,-13016.2044236753,3926.93860754513
"seg527",0.00142275852692555,274,274,0.592618045772783,-13030.3915540724,3924.34387196714
"seg528",0.0014097016014581,275,275,0.593294103509844,-13041.5337883776,3930.90509899135
"seg529",0.00139676450187778,277,277,0.594012359787498,-13051.3830029407,3946.30209733021
"seg530",0.00138394612851965,282,282,0.594722717576786,-13054.6542939425,3988.68902911592
"seg531",0.00137124539181059,281,281,0.595395928114972,-13070.1030627824,3977.28607940499
"seg532",0.00135866121217671,283,283,0.596073946889043,-13079.2221568224,3992.82746625244
"seg533",0.00134619251995159,279,279,0.598518604959194,-13136.3814159321,3948.10625271724
"seg534",0.0013338382552853,281,281,0.598623828024566,-13134.1823936064,3965.70306325509
"seg535",0.0013215973680544,285,285,0.598762923654292,-13128.3565789246,4001.15271891327
"seg536",0.00130946881777261,282,282,0.600260949532024,-13164.7304572312,3968.81560305685
"seg537",0.00129745157350239,284,284,0.600303140271325,-13161.2755328355,3986.63859918635
"seg538",0.0012855446137673,289,289,0.600556667842381,-13155.5934449093,4030.66482337386
"seg539",0.00127374692646522,288,288,0.602878916052061,-13204.3915936052,4013.34445660674
"seg540",0.00126205750878224,291,291,0.602917747614952,-13198.7140121652,4040.16670364647
"seg541",0.00125047536710749,293,293,0.602970153172284,-13195.4605127626,4057.95304485931
"seg542",0.00123899951694865,296,296,0.604874841539186,-13227.4633420738,4078.07983971664
"seg543",0.00122762898284828,295,295,0.604916391394274,-13230.4612849992,4068.94354513707
"seg544",0.00121636279830087,298,298,0.605898521844413,-13243.9014567537,4092.38085257174
"seg545",0.00120520000567076,297,297,0.606073072119429,-13249.6032665345,4082.76729845651
"seg546",0.00119413965611066,302,302,0.606900968723884,-13255.6397065408,4124.73245322545
"seg547",0.00118318080948103,303,303,0.607581469235976,-13267.3400714798,4131.27773776806
"seg548",0.0011723225342702,303,303,0.608264094591786,-13281.2684610267,4128.82820068756
"seg549",0.00116156390751514,304,304,0.608946407472594,-13293.053614907,4135.36698171497
"seg550",0.00115090401472301,303,303,0.609702478510666,-13310.6970862781,4123.66669486991
"seg551",0.00114034194979348,302,302,0.610479158826396,-13328.7932803023,4111.89245356449
"seg552",0.00112987681494166,301,301,0.61182758351947,-13358.6953576604,4098.06656117263
"seg553",0.00111950772062178,303,303,0.611947951837988,-13356.8558744505,4115.60902438973
"seg554",0.00110923378545164,306,306,0.615363845083858,-13421.1039031975,4130.31300224246
"seg555",0.00109905413613763,308,308,0.615393229499632,-13417.3888840247,4148.18195266312
"seg556",0.00108896790740052,309,309,0.615433080795891,-13416.0539059554,4157.02614684395
"seg557",0.00107897424190192,311,311,0.615482553110673,-13412.7535440766,4174.82301372263
"seg558",0.0010690722901714,314,314,0.616603497982218,-13429.6105974948,4197.76219862252
"seg559",0.00105926121053426,315,315,0.617265578658818,-13441.2702719918,4204.37358101759
"seg560",0.00104954016904003,316,316,0.617921514030002,-13452.8246498367,4211.0070152649
"seg561",0.00103990833939156,316,316,0.618596411466903,-13466.9682193633,4208.58520909677
"seg562",0.00103036490287478,317,317,0.619285034037712,-13479.2567849596,4215.10134839327
"seg563",0.00102090904828913,316,316,0.619962446186799,-13495.6724457981,4203.6833215956
"seg564",0.00101153997187855,316,316,0.620657369847695,-13510.314362868,4201.1896532005
"seg565",0.00100225687726326,317,317,0.622089947769455,-13538.4148975156,4205.03617847976
"seg566",0.000993058975371962,317,317,0.622174885968607,-13540.213161316,4204.73138571664
"seg567",0.000983945484374839,316,316,0.623683104820404,-13574.3802770374,4190.33208696989
"seg568",0.000974915629617068,317,317,0.623761444975984,-13573.8774029688,4199.0381674881
"seg569",0.000965968643552981,321,321,0.623860814332057,-13567.3111120434,4234.6303771542
"seg570",0.000957103765680823,317,317,0.62594835571671,-13620.5135858421,4191.19064335858
"seg571",0.000948320242478107,317,317,0.626019452487383,-13622.0343069376,4190.93551926366
"seg572",0.000939617327337568,317,317,0.626660157826162,-13635.7517005396,4188.6364082335
"seg573",0.000930994280503693,319,319,0.627097611186066,-13640.792428379,4205.04104151221
"seg574",0.000922450369009852,319,319,0.627576426238498,-13651.0712087752,4203.32285859437
"seg575",0.000913984866615983,321,321,0.628064706323452,-13657.2259290604,4219.54510493618
"seg576",0.000905597053746872,322,322,0.628560225471273,-13665.719933839,4226.75417775903
"seg577",0.000897286217430981,323,323,0.629061080028083,-13674.3426777756,4233.94410496701
"seg578",0.000889051651239847,324,324,0.62958953677416,-13683.575561384,4241.03498430703
"seg579",0.000880892655228038,325,325,0.630091996381279,-13692.2619022782,4248.21915194249
"seg580",0.000872808535873651,328,328,0.630596142861284,-13696.6501785434,4273.37166003408
"seg581",0.000864798606019367,328,328,0.630949141878092,-13704.298561826,4272.1049561625
"seg582",0.00085686218481404,328,328,0.631319045786114,-13712.3210747845,4270.77759067393
"seg583",0.000848998597654826,330,330,0.631701092239072,-13716.2643318726,4287.38104644278
"seg584",0.000841207176129836,330,330,0.632063461907765,-13724.1394147689,4286.08071686558
"seg585",0.000833487257961328,332,332,0.632434598994131,-13727.8597476955,4302.72331987348
"seg586",0.000825838186949405,335,335,0.632844619389487,-13730.2545012669,4328.21359059378
"seg587",0.000818259312916244,335,335,0.63331996451236,-13740.6185731866,4326.5078591928
"seg588",0.000810749991650827,338,338,0.633850593839266,-13745.6645319314,4351.56533607155
"seg589",0.000803309584854182,342,342,0.634313844174073,-13747.065366498,4385.85179296609
"seg590",0.000795937460085128,345,345,0.635017939461674,-13755.9321482261,4410.28680351055
"seg591",0.000788632990706518,346,346,0.635218412336135,-13758.1425775928,4418.55462221927
"seg592",0.000781395555831972,347,347,0.635983910386109,-13772.762811625,4424.79490106729
"seg593",0.000774224540273103,350,350,0.636241720747085,-13771.8708289127,4450.83136322343
"seg594",0.000767119334487225,351,351,0.637020863368017,-13786.8368217895,4457.022679808
"seg595",0.000760079334525542,353,353,0.637474713421399,-13792.4685887463,4473.36847508965
"seg596",0.000753103941981808,355,355,0.637957083401536,-13798.7407785235,4489.61192928841
"seg597",0.000746192563941467,356,356,0.638381519314852,-13805.9343269709,4497.0760776329
"seg598",0.000739344612931253,356,356,0.638781303591273,-13814.7835523258,4495.64148924418
"seg599",0.000732559506869253,356,356,0.639214078437972,-13824.3740704528,4494.0885172875
"seg600",0.000725836669015429,356,356,0.63972978196186,-13835.8173649981,4492.23796354883
"seg601",0.000719175527922599,358,358,0.640151533503579,-13840.8050764222,4508.69894132975
"seg602",0.000712575517387859,359,359,0.640628121603007,-13849.2150441344,4515.97594644461
"seg603",0.000706036076404455,360,360,0.641042795050748,-13856.2585104817,4523.47512648141
"seg604",0.000699556649114101,361,361,0.641484399242208,-13863.9129951006,4530.87766806962
"seg605",0.000693136684759728,360,360,0.641921121616669,-13875.8575688977,4520.32333395906
"seg606",0.000686775637638667,360,360,0.642429839289259,-13887.2311384657,4518.49784829272
"seg607",0.000680472967056269,361,361,0.643226198401303,-13902.8746259292,4524.62738511329
"seg608",0.000674228137279941,361,361,0.643307366786319,-13904.6948855833,4524.33611997471
"seg609",0.00066804061749361,359,359,0.646647470252468,-13984.3470351573,4494.37607824196
"seg610",0.000661909881752603,361,361,0.646661897071131,-13980.287224291,4512.2987025973
"seg611",0.000655835408938942,361,361,0.646680837214085,-13980.7160634215,4512.2307376703
"seg612",0.000649816682717047,362,362,0.646703887687902,-13979.0439149781,4521.13522002708
"seg613",0.000643853191489848,363,363,0.646730745431591,-13977.4574434289,4530.02604035292
"seg614",0.000637944428355298,364,364,0.646761182610627,-13975.9515083187,4538.90401621067
"seg615",0.000632089891063288,368,368,0.647701197908702,-13988.4822578003,4571.4796467401
"seg616",0.000626289081972952,368,368,0.647723385912376,-13988.9861187791,4571.40002716945
"seg617",0.000620541508010369,369,369,0.64774992111906,-13987.3906294651,4580.2920048891
"seg618",0.000614846680626653,370,370,0.648424738055412,-14000.5325010431,4586.85768441031
"seg619",0.000609204115756421,371,371,0.648685207245374,-14004.2623395382,4594.91021196662
"seg620",0.000603613333776653,372,372,0.649012365423869,-14009.5158849784,4602.72343234092
"seg621",0.000598073859465919,374,374,0.649336851298457,-14012.5138432609,4619.53343884788
"seg622",0.000592585221963987,373,373,0.650095158569519,-14032.0335298881,4607.82512749043
"seg623",0.000587146954731798,376,376,0.650115162686643,-14025.8861872759,4634.71493505387
"seg624",0.000581758595511811,378,378,0.650139121192193,-14022.027975775,4652.60335584458
"seg625",0.000576419686288711,379,379,0.650706353457179,-14032.805082172,4659.55509287092
"seg626",0.000571129773250476,381,381,0.651029320564161,-14035.7960337397,4676.37054933302
"seg627",0.000565888406749803,381,381,0.651419829751597,-14044.7532985105,4674.96924373141
"seg628",0.000560695141265889,381,381,0.651482985459159,-14046.2028687366,4674.74261539684
"seg629",0.000555549535366558,384,384,0.65212428880184,-14054.3185656632,4699.40294894774
"seg630",0.000550451151670743,384,384,0.652183993704965,-14055.6917003842,4699.18870350132
"seg631",0.000545399556811306,383,383,0.652633287567009,-14068.2392179819,4688.58925778637
"seg632",0.0005403943213982,383,383,0.65269495889406,-14069.6596604144,4688.36795601209
"seg633",0.000535435019981973,384,384,0.65271866129894,-14067.9988732605,4697.27009897538
"seg634",0.000530521231017604,383,383,0.653392918222238,-14085.7529849848,4685.86339440959
"seg635",0.000525652536828671,383,383,0.653414248289423,-14086.2453170727,4685.78685346359
"seg636",0.000520828523571847,384,384,0.653737073762525,-14091.4935684846,4693.61562134492
"seg637",0.000516048781201723,386,386,0.653989998111973,-14092.9239278698,4710.68241967462
"seg638",0.000511312903435958,387,387,0.654243050069486,-14096.5682929022,4718.76156327407
"seg639",0.000506620487720737,388,388,0.654535398897911,-14101.1263173098,4726.69969373707
"seg640",0.000501971135196561,387,387,0.654784985365736,-14109.1172340498,4716.81687928
"seg641",0.00049736445066434,389,389,0.655035236027661,-14110.4998580899,4733.89327188666
"seg642",0.0004928000425518,390,390,0.655266185714503,-14113.6472934409,4742.05172741192
"seg643",0.000488277522880201,392,392,0.655518785056794,-14115.08907683,4759.11969199932
"seg644",0.000483796507231358,395,395,0.655751217529188,-14113.8509961595,4785.24722032899
"seg645",0.000479356614714963,395,395,0.656004674022333,-14119.7432428549,4784.3377154696
"seg646",0.000474957467936214,396,396,0.65623701970012,-14122.9347797545,4792.49116161226
"seg647",0.000470598692963728,398,398,0.656489780769625,-14124.3899131288,4809.55854585671
"seg648",0.000466279919297767,399,399,0.656701411569382,-14127.1045978703,4817.78632539677
"seg649",0.000462000779838736,400,400,0.656915037884098,-14129.8682706823,4826.00694421852
"seg650",0.000457760910855983,401,401,0.657129930916224,-14132.6640174067,4834.22301754362
"seg651",0.000453559951956882,404,404,0.657346205233959,-14131.0583246001,4860.40852789615
"seg652",0.000449397546056199,403,403,0.657985878558798,-14148.2252664187,4849.12592333058
"seg653",0.000445273339345739,404,404,0.658220689009293,-14151.5011522502,4857.27052486749
"seg654",0.00044118698126427,405,405,0.658422668863437,-14154.0112754335,4865.53293592093
"seg655",0.00043713812446773,404,404,0.658610433197077,-14160.6290675926,4855.8719643954
"seg656",0.000433126424799698,404,404,0.658819750598071,-14165.5356404316,4855.12084852933
"seg657",0.000429151541262142,403,403,0.658993935001548,-14171.8393778535,4845.50860730982
"seg658",0.000425213135986435,406,406,0.659172606273793,-14169.3751028694,4871.82905266512
"seg659",0.000421310874204631,407,407,0.659334642063125,-14170.9591893252,4880.23479924963
"seg660",0.000417444424221018,407,407,0.659519653758807,-14175.3050835818,4879.57090212796
"seg661",0.000413613457383915,407,407,0.659686595349361,-14179.2285413088,4878.97184788414
"seg662",0.000409817648057742,409,409,0.65987605136542,-14179.2413712364,4896.26639637687
"seg663",0.000406056673595336,409,409,0.660045906880558,-14183.2375130494,4895.65688578791
"seg664",0.000402330214310532,410,410,0.660217452697206,-14185.0535243867,4904.02850653114
"seg665",0.000398637953450984,411,411,0.660410766515708,-14187.3837806135,4912.32201484087
"seg666",0.00039497957717124,411,411,0.660603718926304,-14191.9306208427,4911.62962320833
"seg667",0.000391354774506072,413,413,0.660816470377423,-14192.5002356326,4928.84057821672
"seg668",0.000387763237344036,415,415,0.661026928913907,-14193.0165380127,4946.05976113427
"seg669",0.000384204660401285,416,416,0.661235567260298,-14195.7166218435,4954.29827881264
"seg670",0.000380678741195623,419,419,0.661422807411534,-14193.4597140883,4980.58797554916
"seg671",0.000377185180020786,421,421,0.661629934617731,-14193.8991021158,4997.81911263308
"seg672",0.000373723679920976,420,420,0.661815712230365,-14200.5209821849,4988.16527026959
"seg673",0.000370293946665611,421,421,0.662021632367158,-14203.1652797035,4996.41354198822
"seg674",0.000366895688724322,422,422,0.662186576039979,-14204.841507057,5004.8088539055
"seg675",0.000363528617242168,423,423,0.662333019709188,-14206.0807394727,5013.27055135102
"seg676",0.000360192446015084,425,425,0.662481733992119,-14205.1439730343,5030.71129773278
"seg677",0.000356886891465557,426,426,0.662632110606216,-14206.4777341841,5039.15888217436
"seg678",0.000353611672618515,425,425,0.66280456930341,-14212.7996133453,5029.55283349003
"seg679",0.00035036651107745,426,426,0.662956221285216,-14214.167060316,5037.99584139418
"seg680",0.000347151131000751,426,426,0.663190852465114,-14219.7381558531,5037.15388940615
"seg681",0.000343965259078259,428,428,0.663418877632946,-14220.6917036407,5054.31003611431
"seg682",0.000340808624508033,428,428,0.66364150332504,-14225.9849143578,5053.51116469353
"seg683",0.000337680958973332,428,428,0.6638604337036,-14231.1936820459,5052.72555355887
"seg684",0.000334581996619812,427,427,0.664056143845347,-14238.0853709159,5043.03606924601
"seg685",0.000331511474032921,426,426,0.66426773731766,-14245.3576524438,5033.28958909078
"seg686",0.000328469130215516,427,427,0.664439255929995,-14247.2138177164,5041.66130745414
"seg687",0.000325454706565671,427,427,0.664646619877201,-14252.1590456395,5040.91720137382
"seg688",0.000322467946854702,428,428,0.664814714530368,-14253.9375198051,5049.30120629359
"seg689",0.000319508597205382,430,430,0.665000447376786,-14253.9049344572,5066.60911503146
"seg690",0.000316576406070365,430,430,0.665184814212008,-14258.3089424147,5065.94753193109
"seg691",0.000313671124210802,431,431,0.665350148342304,-14260.0261032207,5074.34144272833
"seg692",0.000310792504675158,433,433,0.665515408210708,-14259.5073967018,5091.72281682807
"seg693",0.000307940302778217,434,434,0.665680398841006,-14261.218471967,5100.11796024285
"seg694",0.000305114276080287,436,436,0.66584491038221,-14260.6822075238,5117.50201964459
"seg695",0.00030231418436659,437,437,0.665991235648494,-14261.9483261569,5125.96414196791
"seg696",0.000299539789626846,437,437,0.666155516058362,-14265.8840509851,5125.37463712144
"seg697",0.00029679085603504,439,439,0.666335999362082,-14265.7327741283,5142.70138335103
"seg698",0.000294067149929377,441,441,0.666530892233204,-14265.9271496828,5159.97642219917
"seg699",0.000291368439792422,439,439,0.666721761227048,-14274.9872345044,5141.31711307095
"seg700",0.000288694496231417,441,441,0.666908863796049,-14274.9999164858,5158.62010668777
"seg701",0.000286045091958787,442,442,0.667092889518636,-14277.1801858433,5166.94694445876
"seg702",0.000283420001772818,443,443,0.66728983215955,-14279.672887301,5175.22743107954
"seg703",0.000280819002538514,442,442,0.667482723734972,-14286.5536748515,5165.54806092765
"seg704",0.000278241873168632,441,441,0.667656987978114,-14292.9881606843,5155.93553321099
"seg705",0.000275688394604889,442,442,0.66785972314132,-14295.6290116473,5164.19523390868
"seg706",0.000273158349799341,445,445,0.668072423712109,-14294.0279011435,5190.39356831702
"seg707",0.000270651523695934,446,446,0.668265397168822,-14296.4370763961,5198.68829798312
"seg708",0.000268167703212224,447,447,0.668455044359688,-14298.7681032951,5206.99496364232
"seg709",0.000265706677221267,446,446,0.668614082598418,-14304.8502791511,5197.43707301477
"seg710",0.000263268236533669,448,448,0.668799620107146,-14304.8425098491,5214.74568270361
"seg711",0.000260852173879808,448,448,0.668968145504379,-14308.9142029409,5214.14094511804
"seg712",0.000258458283892213,450,450,0.669147850324089,-14308.767813329,5231.4704848645
"seg713",0.000256086363088113,452,452,0.669324530493727,-14308.5482284707,5248.81087828413
"seg714",0.000253736209852133,453,453,0.669485629116133,-14310.1993037277,5257.21998780428
"seg715",0.000251407624419163,453,453,0.669645276562918,-14314.0644552686,5256.64710791141
"seg716",0.000249100408857374,453,453,0.669803516401333,-14317.8973715303,5256.07927908919
"seg717",0.000246814367051397,454,454,0.66994777362745,-14319.1452854156,5264.54882238073
